OrderID;OrderDate;PropertyID;ProductID;Quantity;ProductName;ProductCategory;Price;Sales;City;;;
1045;04/06/2015;20;39;2;Alarm Clock;Furnishings;45;90;San Francisco;;;
1046;04/06/2015;4;94;3;Monitor;Public Areas;70;210;Seattle;;;
1047;04/06/2015;15;37;2;Bed (King);Furnishings;300;600;Chicago;;;
1048;05/06/2015;9;86;1;Sofa;Public Areas;215;215;Richmond;;;
1049;05/06/2015;5;40;2;Coffee Maker;Furnishings;119;238;Kansas City;;;
1050;05/06/2015;10;16;2;Mouthwash;Housekeeping;40;80;Arlington;;;
1051;05/06/2015;4;79;3;Coffee Table;Public Areas;103;309;Seattle;;;
1052;05/06/2015;6;57;1;Wireless Router;Furnishings;70;70;Orlando;;;
1053;05/06/2015;12;1;1;Large Towel;Housekeeping;9;9;Dallas;;;
1054;05/06/2015;14;66;1;Wood Glue;Maintenance;21;21;Nashville;;;
1055;05/06/2015;7;60;3;Portable Drill;Maintenance;195;585;Boston;;;
1056;05/06/2015;16;62;1;Leaf Blower;Maintenance;202;202;Denver;;;
1057;06/06/2015;11;35;2;Tissue Box;Furnishings;25;50;Atlanta;;;
1058;06/06/2015;7;89;2;Photograph;Public Areas;45;90;Boston;;;
1059;07/06/2015;2;9;2;Tissues;Housekeeping;14;28;Cincinnati;;;
1060;07/06/2015;15;30;2;Permanent Markers;Office Supplies;6;12;Chicago;;;
1061;07/06/2015;1;49;2;Large Vase;Furnishings;27;54;New York;;;
1062;07/06/2015;11;55;1;Television;Furnishings;200;200;Atlanta;;;
1063;07/06/2015;17;88;1;Serving Tray;Public Areas;6;6;Las Vegas;;;
1064;08/06/2015;8;6;3;Conditioner;Housekeeping;40;120;Philadelphia;;;
1065;08/06/2015;15;26;2;Envelopes (Catalog);Office Supplies;13;26;Chicago;;;
1066;08/06/2015;6;87;1;End Table;Public Areas;30;30;Orlando;;;
1067;09/06/2015;10;36;3;Armoire;Furnishings;115;345;Arlington;;;
1068;09/06/2015;17;81;1;Flyer Holder;Public Areas;3;3;Las Vegas;;;
1069;09/06/2015;19;54;1;Chest of Drawers;Furnishings;150;150;Los Angeles;;;
1070;09/06/2015;20;24;3;Envelopes (Letter);Office Supplies;24;72;San Francisco;;;
1071;09/06/2015;7;20;3;Pens;Office Supplies;30;90;Boston;;;
1072;09/06/2015;4;48;3;Side Table;Furnishings;40;120;Seattle;;;
1073;09/06/2015;1;41;1;Office Chair;Furnishings;85;85;New York;;;
1074;09/06/2015;11;74;3;Large Plant;Public Areas;35;105;Atlanta;;;
1075;10/06/2015;7;26;3;Envelopes (Catalog);Office Supplies;13;39;Boston;;;
1076;10/06/2015;15;9;2;Tissues;Housekeeping;14;28;Chicago;;;
1077;10/06/2015;4;4;1;Shampoo;Housekeeping;40;40;Seattle;;;
1078;10/06/2015;16;37;3;Bed (King);Furnishings;300;900;Denver;;;
1079;10/06/2015;19;38;1;Bed (Double);Furnishings;250;250;Los Angeles;;;
1080;11/06/2015;16;50;2;Small Vase;Furnishings;33;66;Denver;;;
1081;11/06/2015;18;86;1;Sofa;Public Areas;215;215;Phoenix;;;
1082;11/06/2015;2;18;1;Coffee Cup;Housekeeping;24;24;Cincinnati;;;
1083;11/06/2015;15;2;3;Hand Towel;Housekeeping;5;15;Chicago;;;
1084;11/06/2015;11;87;1;End Table;Public Areas;30;30;Atlanta;;;
1085;11/06/2015;9;62;2;Leaf Blower;Maintenance;202;404;Richmond;;;
1086;11/06/2015;8;1;3;Large Towel;Housekeeping;9;27;Philadelphia;;;
1087;12/06/2015;18;7;2;Hand Soap;Housekeeping;35;70;Phoenix;;;
1088;12/06/2015;10;37;1;Bed (King);Furnishings;300;300;Arlington;;;
1089;12/06/2015;6;33;3;Towel Rack;Furnishings;10;30;Orlando;;;
1090;12/06/2015;16;14;2;Pillowcase;Housekeeping;15;30;Denver;;;
1091;13/06/2015;20;79;1;Coffee Table;Public Areas;103;103;San Francisco;;;
1092;13/06/2015;14;7;3;Hand Soap;Housekeeping;35;105;Nashville;;;
1093;13/06/2015;20;30;2;Permanent Markers;Office Supplies;6;12;San Francisco;;;
1094;13/06/2015;10;79;2;Coffee Table;Public Areas;103;206;Arlington;;;
1095;13/06/2015;14;38;1;Bed (Double);Furnishings;250;250;Nashville;;;
1096;13/06/2015;17;82;1;Business Cards;Public Areas;60;60;Las Vegas;;;
1097;13/06/2015;13;34;1;Shower Curtain;Furnishings;5;5;New Orleans;;;
1098;14/06/2015;12;72;3;Nails;Maintenance;12;36;Dallas;;;
1099;14/06/2015;13;3;1;Washcloth;Housekeeping;3;3;New Orleans;;;
1100;14/06/2015;4;30;2;Permanent Markers;Office Supplies;6;12;Seattle;;;
1101;14/06/2015;15;57;2;Wireless Router;Furnishings;70;140;Chicago;;;
1102;14/06/2015;7;39;3;Alarm Clock;Furnishings;45;135;Boston;;;
1103;14/06/2015;18;60;2;Portable Drill;Maintenance;195;390;Phoenix;;;
1104;14/06/2015;3;24;3;Envelopes (Letter);Office Supplies;24;72;Portland;;;
1105;14/06/2015;20;15;2;Drinking Glass;Housekeeping;24;48;San Francisco;;;
1106;14/06/2015;9;61;3;Tape Measure;Maintenance;8;24;Richmond;;;
1107;15/06/2015;12;19;2;Light Bulb;Housekeeping;17;34;Dallas;;;
1108;15/06/2015;12;54;1;Chest of Drawers;Furnishings;150;150;Dallas;;;
1109;15/06/2015;17;54;2;Chest of Drawers;Furnishings;150;300;Las Vegas;;;
1110;16/06/2015;11;4;1;Shampoo;Housekeeping;40;40;Atlanta;;;
1111;16/06/2015;19;15;3;Drinking Glass;Housekeeping;24;72;Los Angeles;;;
1112;16/06/2015;10;54;3;Chest of Drawers;Furnishings;150;450;Arlington;;;
1113;16/06/2015;13;14;3;Pillowcase;Housekeeping;15;45;New Orleans;;;
1114;16/06/2015;12;27;1;Invisible Tape;Office Supplies;8;8;Dallas;;;
1115;16/06/2015;11;18;2;Coffee Cup;Housekeeping;24;48;Atlanta;;;
1116;16/06/2015;6;31;1;Sticky Notes;Office Supplies;20;20;Orlando;;;
1117;17/06/2015;14;85;2;Low Chair;Public Areas;80;160;Nashville;;;
1118;17/06/2015;9;13;3;Bed Sheet (Double);Housekeeping;20;60;Richmond;;;
1119;17/06/2015;18;51;2;Painting;Furnishings;85;170;Phoenix;;;
1120;17/06/2015;12;7;2;Hand Soap;Housekeeping;35;70;Dallas;;;
1121;17/06/2015;16;6;2;Conditioner;Housekeeping;40;80;Denver;;;
1122;17/06/2015;16;18;1;Coffee Cup;Housekeeping;24;24;Denver;;;
1123;18/06/2015;17;10;3;Toilet Paper;Housekeeping;19;57;Las Vegas;;;
1124;18/06/2015;16;77;1;Large Area Rug;Public Areas;40;40;Denver;;;
1125;18/06/2015;13;81;3;Flyer Holder;Public Areas;3;9;New Orleans;;;
1126;18/06/2015;5;49;2;Large Vase;Furnishings;27;54;Kansas City;;;
1127;18/06/2015;12;13;1;Bed Sheet (Double);Housekeeping;20;20;Dallas;;;
1128;18/06/2015;19;3;1;Washcloth;Housekeeping;3;3;Los Angeles;;;
1129;18/06/2015;2;7;3;Hand Soap;Housekeeping;35;105;Cincinnati;;;
1130;18/06/2015;7;69;3;Door Knob;Maintenance;41;123;Boston;;;
1131;18/06/2015;7;80;3;Poster Stand;Public Areas;27;81;Boston;;;
1132;18/06/2015;16;24;1;Envelopes (Letter);Office Supplies;24;24;Denver;;;
1133;18/06/2015;5;79;3;Coffee Table;Public Areas;103;309;Kansas City;;;
1134;18/06/2015;9;91;2;Small Sign;Public Areas;14;28;Richmond;;;
1135;19/06/2015;15;77;2;Large Area Rug;Public Areas;40;80;Chicago;;;
1136;19/06/2015;14;59;3;Screws;Maintenance;14;42;Nashville;;;
1137;19/06/2015;17;61;3;Tape Measure;Maintenance;8;24;Las Vegas;;;
1138;19/06/2015;3;72;2;Nails;Maintenance;12;24;Portland;;;
1139;19/06/2015;5;35;3;Tissue Box;Furnishings;25;75;Kansas City;;;
1140;19/06/2015;16;14;3;Pillowcase;Housekeeping;15;45;Denver;;;
1141;19/06/2015;3;61;1;Tape Measure;Maintenance;8;8;Portland;;;
1142;20/06/2015;6;63;2;Duct Tape;Maintenance;27;54;Orlando;;;
1143;20/06/2015;15;22;3;Paper Clips;Office Supplies;3;9;Chicago;;;
1144;20/06/2015;4;94;2;Monitor;Public Areas;70;140;Seattle;;;
1145;20/06/2015;14;34;3;Shower Curtain;Furnishings;5;15;Nashville;;;
1146;20/06/2015;16;17;3;Clothes Hanger;Housekeeping;18;54;Denver;;;
1147;20/06/2015;13;80;1;Poster Stand;Public Areas;27;27;New Orleans;;;
1148;20/06/2015;15;80;2;Poster Stand;Public Areas;27;54;Chicago;;;
1149;20/06/2015;15;56;2;Telephone;Furnishings;38;76;Chicago;;;
1150;20/06/2015;6;25;2;Envelopes (Legal);Office Supplies;28;56;Orlando;;;
1151;21/06/2015;7;37;2;Bed (King);Furnishings;300;600;Boston;;;
1152;21/06/2015;17;87;1;End Table;Public Areas;30;30;Las Vegas;;;
1153;21/06/2015;17;74;3;Large Plant;Public Areas;35;105;Las Vegas;;;
1154;21/06/2015;5;60;3;Portable Drill;Maintenance;195;585;Kansas City;;;
1155;21/06/2015;13;12;1;Bed Sheet (King);Housekeeping;29;29;New Orleans;;;
1156;21/06/2015;5;78;1;Small Area Rug;Public Areas;20;20;Kansas City;;;
1157;21/06/2015;5;73;2;Mop;Maintenance;15;30;Kansas City;;;
1158;21/06/2015;6;9;1;Tissues;Housekeeping;14;14;Orlando;;;
1159;22/06/2015;16;29;1;Erasable Markers;Office Supplies;6;6;Denver;;;
1160;22/06/2015;16;19;1;Light Bulb;Housekeeping;17;17;Denver;;;
1161;22/06/2015;2;34;2;Shower Curtain;Furnishings;5;10;Cincinnati;;;
1162;22/06/2015;1;43;3;Table Lamp;Furnishings;38;114;New York;;;
1163;22/06/2015;17;33;3;Towel Rack;Furnishings;10;30;Las Vegas;;;
1164;23/06/2015;6;50;3;Small Vase;Furnishings;33;99;Orlando;;;
1165;23/06/2015;1;49;3;Large Vase;Furnishings;27;81;New York;;;
1166;23/06/2015;17;46;1;Safe;Furnishings;115;115;Las Vegas;;;
1167;23/06/2015;10;67;2;Adjustable Wrench;Maintenance;10;20;Arlington;;;
1168;24/06/2015;7;36;2;Armoire;Furnishings;115;230;Boston;;;
1169;24/06/2015;20;62;1;Leaf Blower;Maintenance;202;202;San Francisco;;;
1170;24/06/2015;12;91;2;Small Sign;Public Areas;14;28;Dallas;;;
1171;24/06/2015;1;31;2;Sticky Notes;Office Supplies;20;40;New York;;;
1172;24/06/2015;4;6;2;Conditioner;Housekeeping;40;80;Seattle;;;
1173;24/06/2015;8;33;2;Towel Rack;Furnishings;10;20;Philadelphia;;;
1174;24/06/2015;16;34;1;Shower Curtain;Furnishings;5;5;Denver;;;
1175;24/06/2015;3;12;3;Bed Sheet (King);Housekeeping;29;87;Portland;;;
1176;24/06/2015;18;16;2;Mouthwash;Housekeeping;40;80;Phoenix;;;
1177;25/06/2015;7;47;3;Swivel Chair;Furnishings;75;225;Boston;;;
1178;25/06/2015;5;48;2;Side Table;Furnishings;40;80;Kansas City;;;
1179;25/06/2015;10;86;3;Sofa;Public Areas;215;645;Arlington;;;
1180;25/06/2015;17;28;1;Staples;Office Supplies;8;8;Las Vegas;;;
1181;25/06/2015;7;42;2;Reading Chair;Furnishings;70;140;Boston;;;
1182;25/06/2015;19;61;3;Tape Measure;Maintenance;8;24;Los Angeles;;;
1183;25/06/2015;6;86;2;Sofa;Public Areas;215;430;Orlando;;;
1184;26/06/2015;17;61;1;Tape Measure;Maintenance;8;8;Las Vegas;;;
1185;26/06/2015;18;64;3;Gaffer's Tape;Maintenance;27;81;Phoenix;;;
1186;26/06/2015;7;46;1;Safe;Furnishings;115;115;Boston;;;
1187;26/06/2015;5;81;3;Flyer Holder;Public Areas;3;9;Kansas City;;;
1188;26/06/2015;19;6;3;Conditioner;Housekeeping;40;120;Los Angeles;;;
1189;26/06/2015;7;69;2;Door Knob;Maintenance;41;82;Boston;;;
1190;26/06/2015;1;53;3;Iron;Furnishings;20;60;New York;;;
1191;27/06/2015;7;48;1;Side Table;Furnishings;40;40;Boston;;;
1192;27/06/2015;7;74;2;Large Plant;Public Areas;35;70;Boston;;;
1193;27/06/2015;15;16;1;Mouthwash;Housekeeping;40;40;Chicago;;;
1194;27/06/2015;19;11;2;Shower Cap;Housekeeping;10;20;Los Angeles;;;
1195;27/06/2015;8;75;3;Small Plant;Public Areas;25;75;Philadelphia;;;
1196;27/06/2015;13;71;3;Hammer;Maintenance;17;51;New Orleans;;;
1197;28/06/2015;12;77;1;Large Area Rug;Public Areas;40;40;Dallas;;;
1198;28/06/2015;15;57;3;Wireless Router;Furnishings;70;210;Chicago;;;
1199;28/06/2015;11;27;1;Invisible Tape;Office Supplies;8;8;Atlanta;;;
1200;28/06/2015;16;51;3;Painting;Furnishings;85;255;Denver;;;
1201;28/06/2015;8;15;2;Drinking Glass;Housekeeping;24;48;Philadelphia;;;
1202;28/06/2015;11;42;3;Reading Chair;Furnishings;70;210;Atlanta;;;
1203;28/06/2015;20;44;1;Floor Lamp;Furnishings;55;55;San Francisco;;;
1204;28/06/2015;20;78;2;Small Area Rug;Public Areas;20;40;San Francisco;;;
1205;29/06/2015;2;53;2;Iron;Furnishings;20;40;Cincinnati;;;
1206;29/06/2015;4;27;2;Invisible Tape;Office Supplies;8;16;Seattle;;;
1207;29/06/2015;5;5;1;Moisturizer;Housekeeping;40;40;Kansas City;;;
1208;29/06/2015;13;77;3;Large Area Rug;Public Areas;40;120;New Orleans;;;
1209;29/06/2015;5;51;1;Painting;Furnishings;85;85;Kansas City;;;
1210;29/06/2015;13;6;2;Conditioner;Housekeeping;40;80;New Orleans;;;
1211;30/06/2015;1;58;1;Mirror;Furnishings;85;85;New York;;;
1212;30/06/2015;2;49;3;Large Vase;Furnishings;27;81;Cincinnati;;;
1213;30/06/2015;15;46;3;Safe;Furnishings;115;345;Chicago;;;
1214;30/06/2015;7;51;2;Painting;Furnishings;85;170;Boston;;;
1215;30/06/2015;8;49;1;Large Vase;Furnishings;27;27;Philadelphia;;;
1216;30/06/2015;9;46;3;Safe;Furnishings;115;345;Richmond;;;
1217;30/06/2015;20;81;2;Flyer Holder;Public Areas;3;6;San Francisco;;;
1218;30/06/2015;16;44;3;Floor Lamp;Furnishings;55;165;Denver;;;
1219;30/06/2015;20;49;3;Large Vase;Furnishings;27;81;San Francisco;;;
1220;30/06/2015;8;21;1;Printer Paper;Office Supplies;50;50;Philadelphia;;;
1221;01/07/2015;1;94;3;Monitor;Public Areas;70;210;New York;;;
1222;01/07/2015;4;2;2;Hand Towel;Housekeeping;5;10;Seattle;;;
1223;01/07/2015;1;45;2;Computer Desk;Furnishings;102;204;New York;;;
1224;01/07/2015;9;41;1;Office Chair;Furnishings;85;85;Richmond;;;
1225;02/07/2015;3;85;1;Low Chair;Public Areas;80;80;Portland;;;
1226;02/07/2015;4;5;2;Moisturizer;Housekeeping;40;80;Seattle;;;
1227;02/07/2015;9;8;2;Bath Soap;Housekeeping;35;70;Richmond;;;
1228;02/07/2015;10;55;3;Television;Furnishings;200;600;Arlington;;;
1229;03/07/2015;14;59;2;Screws;Maintenance;14;28;Nashville;;;
1230;03/07/2015;19;30;1;Permanent Markers;Office Supplies;6;6;Los Angeles;;;
1231;03/07/2015;2;28;1;Staples;Office Supplies;8;8;Cincinnati;;;
1232;03/07/2015;8;56;2;Telephone;Furnishings;38;76;Philadelphia;;;
1233;04/07/2015;8;46;2;Safe;Furnishings;115;230;Philadelphia;;;
1234;04/07/2015;18;62;2;Leaf Blower;Maintenance;202;404;Phoenix;;;
1235;04/07/2015;15;13;3;Bed Sheet (Double);Housekeeping;20;60;Chicago;;;
1236;04/07/2015;10;60;2;Portable Drill;Maintenance;195;390;Arlington;;;
1237;04/07/2015;16;92;1;Large Sign;Public Areas;20;20;Denver;;;
1238;04/07/2015;11;71;2;Hammer;Maintenance;17;34;Atlanta;;;
1239;04/07/2015;2;89;3;Photograph;Public Areas;45;135;Cincinnati;;;
1240;04/07/2015;10;57;3;Wireless Router;Furnishings;70;210;Arlington;;;
1241;04/07/2015;14;45;2;Computer Desk;Furnishings;102;204;Nashville;;;
1242;05/07/2015;6;50;1;Small Vase;Furnishings;33;33;Orlando;;;
1243;05/07/2015;19;29;2;Erasable Markers;Office Supplies;6;12;Los Angeles;;;
1244;05/07/2015;13;93;3;Terminal;Public Areas;85;255;New Orleans;;;
1245;05/07/2015;18;91;2;Small Sign;Public Areas;14;28;Phoenix;;;
1246;05/07/2015;14;75;1;Small Plant;Public Areas;25;25;Nashville;;;
1247;05/07/2015;4;79;2;Coffee Table;Public Areas;103;206;Seattle;;;
1248;05/07/2015;9;90;1;Luggage Cart;Public Areas;138;138;Richmond;;;
1249;06/07/2015;16;44;2;Floor Lamp;Furnishings;55;110;Denver;;;
1250;06/07/2015;19;11;1;Shower Cap;Housekeeping;10;10;Los Angeles;;;
1251;06/07/2015;17;71;2;Hammer;Maintenance;17;34;Las Vegas;;;
1252;06/07/2015;18;66;2;Wood Glue;Maintenance;21;42;Phoenix;;;
1253;07/07/2015;18;68;1;Window Screen;Maintenance;30;30;Phoenix;;;
1254;07/07/2015;19;84;1;Tall Chair;Public Areas;75;75;Los Angeles;;;
1255;07/07/2015;20;53;1;Iron;Furnishings;20;20;San Francisco;;;
1256;07/07/2015;13;21;3;Printer Paper;Office Supplies;50;150;New Orleans;;;
1257;07/07/2015;10;58;3;Mirror;Furnishings;85;255;Arlington;;;
1258;08/07/2015;1;31;3;Sticky Notes;Office Supplies;20;60;New York;;;
1259;08/07/2015;20;9;1;Tissues;Housekeeping;14;14;San Francisco;;;
1260;08/07/2015;7;76;2;Ficus;Public Areas;80;160;Boston;;;
1261;08/07/2015;5;51;2;Painting;Furnishings;85;170;Kansas City;;;
1262;08/07/2015;17;43;2;Table Lamp;Furnishings;38;76;Las Vegas;;;
1263;08/07/2015;17;65;3;Ladder;Maintenance;89;267;Las Vegas;;;
1264;08/07/2015;19;64;3;Gaffer's Tape;Maintenance;27;81;Los Angeles;;;
1265;08/07/2015;3;44;3;Floor Lamp;Furnishings;55;165;Portland;;;
1266;08/07/2015;11;60;3;Portable Drill;Maintenance;195;585;Atlanta;;;
1267;09/07/2015;9;45;1;Computer Desk;Furnishings;102;102;Richmond;;;
1268;09/07/2015;7;26;2;Envelopes (Catalog);Office Supplies;13;26;Boston;;;
1269;09/07/2015;6;43;1;Table Lamp;Furnishings;38;38;Orlando;;;
1270;09/07/2015;1;43;1;Table Lamp;Furnishings;38;38;New York;;;
1271;09/07/2015;16;20;3;Pens;Office Supplies;30;90;Denver;;;
1272;09/07/2015;6;73;2;Mop;Maintenance;15;30;Orlando;;;
1273;09/07/2015;3;74;2;Large Plant;Public Areas;35;70;Portland;;;
1274;09/07/2015;12;61;2;Tape Measure;Maintenance;8;16;Dallas;;;
1275;10/07/2015;20;50;1;Small Vase;Furnishings;33;33;San Francisco;;;
1276;10/07/2015;20;67;2;Adjustable Wrench;Maintenance;10;20;San Francisco;;;
1277;10/07/2015;13;5;2;Moisturizer;Housekeeping;40;80;New Orleans;;;
1278;10/07/2015;17;91;1;Small Sign;Public Areas;14;14;Las Vegas;;;
1279;10/07/2015;4;47;2;Swivel Chair;Furnishings;75;150;Seattle;;;
1280;10/07/2015;8;12;3;Bed Sheet (King);Housekeeping;29;87;Philadelphia;;;
1281;10/07/2015;13;57;3;Wireless Router;Furnishings;70;210;New Orleans;;;
1282;10/07/2015;19;47;2;Swivel Chair;Furnishings;75;150;Los Angeles;;;
1283;10/07/2015;14;69;2;Door Knob;Maintenance;41;82;Nashville;;;
1284;10/07/2015;17;10;2;Toilet Paper;Housekeeping;19;38;Las Vegas;;;
1285;10/07/2015;14;63;2;Duct Tape;Maintenance;27;54;Nashville;;;
1286;10/07/2015;15;59;1;Screws;Maintenance;14;14;Chicago;;;
1287;11/07/2015;10;57;2;Wireless Router;Furnishings;70;140;Arlington;;;
1288;11/07/2015;16;62;2;Leaf Blower;Maintenance;202;404;Denver;;;
1289;11/07/2015;17;46;3;Safe;Furnishings;115;345;Las Vegas;;;
1290;11/07/2015;2;60;1;Portable Drill;Maintenance;195;195;Cincinnati;;;
1291;11/07/2015;1;23;2;Printer Toner;Office Supplies;85;170;New York;;;
1292;11/07/2015;11;1;3;Large Towel;Housekeeping;9;27;Atlanta;;;
1293;11/07/2015;19;70;2;Door Lock;Maintenance;117;234;Los Angeles;;;
1294;11/07/2015;8;10;3;Toilet Paper;Housekeeping;19;57;Philadelphia;;;
1295;11/07/2015;17;68;3;Window Screen;Maintenance;30;90;Las Vegas;;;
1296;11/07/2015;9;71;1;Hammer;Maintenance;17;17;Richmond;;;
1297;12/07/2015;6;70;1;Door Lock;Maintenance;117;117;Orlando;;;
1298;12/07/2015;1;93;2;Terminal;Public Areas;85;170;New York;;;
1299;12/07/2015;20;43;2;Table Lamp;Furnishings;38;76;San Francisco;;;
1300;12/07/2015;9;58;3;Mirror;Furnishings;85;255;Richmond;;;
1301;12/07/2015;18;42;1;Reading Chair;Furnishings;70;70;Phoenix;;;
1302;12/07/2015;14;94;1;Monitor;Public Areas;70;70;Nashville;;;
1303;13/07/2015;4;24;3;Envelopes (Letter);Office Supplies;24;72;Seattle;;;
1304;13/07/2015;14;87;1;End Table;Public Areas;30;30;Nashville;;;
1305;13/07/2015;20;79;1;Coffee Table;Public Areas;103;103;San Francisco;;;
1306;13/07/2015;16;19;3;Light Bulb;Housekeeping;17;51;Denver;;;
1307;13/07/2015;3;3;1;Washcloth;Housekeeping;3;3;Portland;;;
1308;13/07/2015;16;21;2;Printer Paper;Office Supplies;50;100;Denver;;;
1309;13/07/2015;17;72;2;Nails;Maintenance;12;24;Las Vegas;;;
1310;13/07/2015;7;29;3;Erasable Markers;Office Supplies;6;18;Boston;;;
1311;13/07/2015;1;6;3;Conditioner;Housekeeping;40;120;New York;;;
1312;14/07/2015;11;39;1;Alarm Clock;Furnishings;45;45;Atlanta;;;
1313;14/07/2015;11;77;3;Large Area Rug;Public Areas;40;120;Atlanta;;;
1314;14/07/2015;10;88;1;Serving Tray;Public Areas;6;6;Arlington;;;
1315;14/07/2015;4;44;3;Floor Lamp;Furnishings;55;165;Seattle;;;
1316;14/07/2015;15;70;1;Door Lock;Maintenance;117;117;Chicago;;;
1317;14/07/2015;9;8;1;Bath Soap;Housekeeping;35;35;Richmond;;;
1318;14/07/2015;17;64;3;Gaffer's Tape;Maintenance;27;81;Las Vegas;;;
1319;15/07/2015;13;83;1;Bar Stool;Public Areas;60;60;New Orleans;;;
1320;15/07/2015;4;3;2;Washcloth;Housekeeping;3;6;Seattle;;;
1321;15/07/2015;7;20;3;Pens;Office Supplies;30;90;Boston;;;
1322;15/07/2015;9;81;3;Flyer Holder;Public Areas;3;9;Richmond;;;
1323;15/07/2015;6;89;3;Photograph;Public Areas;45;135;Orlando;;;
1324;16/07/2015;20;91;2;Small Sign;Public Areas;14;28;San Francisco;;;
1325;16/07/2015;19;4;1;Shampoo;Housekeeping;40;40;Los Angeles;;;
1326;16/07/2015;4;32;2;Note Pads;Office Supplies;14;28;Seattle;;;
1327;16/07/2015;20;1;2;Large Towel;Housekeeping;9;18;San Francisco;;;
1328;17/07/2015;20;13;1;Bed Sheet (Double);Housekeeping;20;20;San Francisco;;;
1329;17/07/2015;18;6;1;Conditioner;Housekeeping;40;40;Phoenix;;;
1330;17/07/2015;1;63;2;Duct Tape;Maintenance;27;54;New York;;;
1331;17/07/2015;1;40;3;Coffee Maker;Furnishings;119;357;New York;;;
1332;17/07/2015;8;5;3;Moisturizer;Housekeeping;40;120;Philadelphia;;;
1333;17/07/2015;6;39;2;Alarm Clock;Furnishings;45;90;Orlando;;;
1334;18/07/2015;9;62;2;Leaf Blower;Maintenance;202;404;Richmond;;;
1335;18/07/2015;14;1;1;Large Towel;Housekeeping;9;9;Nashville;;;
1336;18/07/2015;2;57;1;Wireless Router;Furnishings;70;70;Cincinnati;;;
1337;18/07/2015;5;26;2;Envelopes (Catalog);Office Supplies;13;26;Kansas City;;;
1338;18/07/2015;1;84;2;Tall Chair;Public Areas;75;150;New York;;;
1339;18/07/2015;18;60;2;Portable Drill;Maintenance;195;390;Phoenix;;;
1340;18/07/2015;1;47;1;Swivel Chair;Furnishings;75;75;New York;;;
1341;19/07/2015;13;9;3;Tissues;Housekeeping;14;42;New Orleans;;;
1342;19/07/2015;20;3;2;Washcloth;Housekeeping;3;6;San Francisco;;;
1343;19/07/2015;7;31;3;Sticky Notes;Office Supplies;20;60;Boston;;;
1344;19/07/2015;19;32;1;Note Pads;Office Supplies;14;14;Los Angeles;;;
1345;19/07/2015;9;48;3;Side Table;Furnishings;40;120;Richmond;;;
1346;19/07/2015;9;62;3;Leaf Blower;Maintenance;202;606;Richmond;;;
1347;19/07/2015;9;35;1;Tissue Box;Furnishings;25;25;Richmond;;;
1348;19/07/2015;1;34;3;Shower Curtain;Furnishings;5;15;New York;;;
1349;19/07/2015;16;2;2;Hand Towel;Housekeeping;5;10;Denver;;;
1350;20/07/2015;5;21;3;Printer Paper;Office Supplies;50;150;Kansas City;;;
1351;20/07/2015;12;29;2;Erasable Markers;Office Supplies;6;12;Dallas;;;
1352;20/07/2015;20;13;1;Bed Sheet (Double);Housekeeping;20;20;San Francisco;;;
1353;20/07/2015;19;12;3;Bed Sheet (King);Housekeeping;29;87;Los Angeles;;;
1354;21/07/2015;7;31;3;Sticky Notes;Office Supplies;20;60;Boston;;;
1355;21/07/2015;14;32;1;Note Pads;Office Supplies;14;14;Nashville;;;
1356;21/07/2015;6;38;1;Bed (Double);Furnishings;250;250;Orlando;;;
1357;21/07/2015;4;22;1;Paper Clips;Office Supplies;3;3;Seattle;;;
1358;21/07/2015;10;87;2;End Table;Public Areas;30;60;Arlington;;;
1359;21/07/2015;11;26;2;Envelopes (Catalog);Office Supplies;13;26;Atlanta;;;
1360;21/07/2015;1;22;1;Paper Clips;Office Supplies;3;3;New York;;;
1361;21/07/2015;10;54;1;Chest of Drawers;Furnishings;150;150;Arlington;;;
1362;21/07/2015;1;24;1;Envelopes (Letter);Office Supplies;24;24;New York;;;
1363;22/07/2015;19;49;3;Large Vase;Furnishings;27;81;Los Angeles;;;
1364;22/07/2015;13;19;3;Light Bulb;Housekeeping;17;51;New Orleans;;;
1365;22/07/2015;16;2;1;Hand Towel;Housekeeping;5;5;Denver;;;
1366;22/07/2015;9;29;3;Erasable Markers;Office Supplies;6;18;Richmond;;;
1367;22/07/2015;15;87;3;End Table;Public Areas;30;90;Chicago;;;
1368;22/07/2015;10;42;2;Reading Chair;Furnishings;70;140;Arlington;;;
1369;22/07/2015;3;50;1;Small Vase;Furnishings;33;33;Portland;;;
1370;22/07/2015;4;82;1;Business Cards;Public Areas;60;60;Seattle;;;
1371;23/07/2015;11;76;2;Ficus;Public Areas;80;160;Atlanta;;;
1372;23/07/2015;20;19;3;Light Bulb;Housekeeping;17;51;San Francisco;;;
1373;23/07/2015;3;89;2;Photograph;Public Areas;45;90;Portland;;;
1374;23/07/2015;1;11;3;Shower Cap;Housekeeping;10;30;New York;;;
1375;23/07/2015;12;56;2;Telephone;Furnishings;38;76;Dallas;;;
1376;23/07/2015;16;59;3;Screws;Maintenance;14;42;Denver;;;
1377;23/07/2015;17;94;2;Monitor;Public Areas;70;140;Las Vegas;;;
1378;23/07/2015;14;41;3;Office Chair;Furnishings;85;255;Nashville;;;
1379;23/07/2015;10;44;3;Floor Lamp;Furnishings;55;165;Arlington;;;
1380;23/07/2015;15;17;1;Clothes Hanger;Housekeeping;18;18;Chicago;;;
